date,close,volume,inst_net,frgn_net,frgn_hold,frgn_rate
2024-03-08,156300,709226,-1955,-38822,1477865,2.14%
2024-03-11,156800,449997,4425,26467,1503353,2.18%
2024-03-12,160700,562691,15679,-10209,1493491,2.16%
2024-03-13,157700,299147,-2012,3698,1497007,2.17%
2024-03-14,154200,367849,-355,4215,1501355,2.18%
2024-03-15,150200,262451,2998,9735,1512224,2.19%
2024-03-18,151800,276483,-14791,6574,1518954,2.20%
2024-03-19,152100,392466,-7306,-9103,1510108,2.19%
2024-03-20,149700,190752,5739,-1724,1507980,2.19%
2024-03-21,150700,264808,13867,6504,1514566,2.20%
2024-03-22,149800,214191,-6056,5115,1519050,2.20%
2024-03-25,145300,379380,-3030,24305,1543210,2.24%
2024-03-26,141200,402771,1340,-3300,1539260,2.23%
2024-03-27,139200,579700,-22056,85435,1625687,2.36%
2024-03-28,133600,401306,-22736,47958,1672747,2.42%
2024-03-29,130800,321832,-14506,36213,1708707,2.48%
2024-04-01,131500,368245,-5756,21424,1730136,2.51%
2024-04-02,123500,475875,-46926,38973,1768742,2.56%
2024-04-03,118700,421835,-24706,77205,1845226,2.67%
2024-04-04,119100,605433,-60822,3443,1847883,2.68%
2024-04-05,117500,497509,-8180,-59064,1788207,2.59%
2024-04-08,117600,332626,4151,31622,1820081,2.64%
2024-04-09,122800,1225384,-1296,-71845,1748605,2.53%
2024-04-11,119500,295540,-8659,-36221,1712377,2.48%
2024-04-12,114700,295598,-8066,-22911,1688712,2.45%
2024-04-15,113400,224633,-38,27421,1716492,2.49%
2024-04-16,108200,244155,-4277,44765,1761335,2.55%
2024-04-17,104200,244939,-9269,41626,1802307,2.61%
2024-04-18,111000,310610,9027,45717,1848839,2.68%
2024-04-19,108300,204262,1272,-21655,1826675,2.65%
2024-04-22,118200,410323,-3230,40093,1868470,2.71%
2024-04-23,112600,281157,1514,-74730,1793602,2.60%
2024-04-24,122200,633099,6734,48148,1842205,2.67%
2024-04-25,114600,541278,43082,-172249,1669469,2.42%
2024-04-26,117700,270218,17066,37472,1707082,2.47%
2024-04-29,121800,304869,14807,62278,1769295,2.56%
2024-04-30,117400,357081,5482,-26505,1742549,2.53%
2024-05-02,114800,187156,4536,-1367,1741793,2.52%
2024-05-03,109800,269646,-4441,-6891,1734828,2.51%
2024-05-07,108300,218627,-2080,30880,1766255,2.56%
2024-05-08,106700,252283,4092,8595,1774836,2.57%
2024-05-09,103200,161331,-9974,-16044,1758603,2.55%
2024-05-10,101000,183896,-6841,13573,1772512,2.57%
2024-05-13,97100,280264,4365,67281,1808891,2.62%
2024-05-14,97200,262673,6947,23134,1831934,2.66%
2024-05-16,96900,333233,21961,-52461,1744267,2.53%
2024-05-17,98300,773134,43472,-74353,1616721,2.34%
2024-05-20,103000,479934,24383,43808,1610310,2.33%
2024-05-21,90100,3377399,20650,-573066,1035357,1.50%
2024-05-22,85500,983260,45996,-346854,687464,1.00%
2024-05-23,84900,478320,9496,-98594,588536,0.85%
2024-05-24,83300,423334,11025,-13613,573879,0.83%
2024-05-27,84800,617311,31615,-43806,484726,0.70%
2024-05-28,82700,275367,20376,-45144,439712,0.64%
2024-05-29,79500,341990,12574,-34297,405275,0.59%
2024-05-30,78000,384028,9382,276,405968,0.59%
2024-05-31,79400,619694,22824,-27446,380939,0.55%
2024-06-03,79200,354069,29520,-64667,316006,0.46%
2024-06-04,83800,795912,27170,13590,324347,0.47%
2024-06-05,95500,3902376,204469,-325149,0,0.00%
2024-06-07,124100,6118881,105271,-339024,0,0.00%
2024-06-10,127000,8372496,14403,-4298,0,0.00%
2024-06-11,131800,3247873,30249,47388,0,0.00%
2024-06-12,133000,1728807,93972,124243,0,0.00%
2024-06-13,133500,1914066,145706,-46224,0,0.00%
2024-06-14,112200,5398511,-15905,-744797,0,0.00%
2024-06-17,109500,1572459,-22772,68465,0,0.00%
2024-06-18,102700,1492555,63678,16643,18015509,26.12%
2024-06-19,108300,2088415,24008,-171125,17843660,25.87%
2024-06-20,102800,889794,2889,-63406,17778954,25.74%
2024-06-21,98100,1445417,-167241,67836,17848204,25.84%
2024-06-24,95200,779931,-76398,82470,17930203,25.96%
2024-06-25,91100,758916,-65312,18464,17948655,25.99%
2024-06-26,91300,665034,-24823,-38654,17929383,25.96%
2024-06-27,91100,1015882,3713,-159508,17768679,25.73%
2024-06-28,90900,1193909,-43723,-91612,17674848,25.59%
2024-07-01,97200,1098973,72877,-58835,17618365,25.51%
2024-07-02,92700,924203,13855,-137545,17479946,25.31%
2024-07-03,99400,4298517,15796,-168847,17309590,25.06%
2024-07-04,100000,1281991,-36926,-60214,17249624,24.97%
2024-07-05,97900,756019,15748,-21064,17229021,24.94%
2024-07-08,100900,1302561,69714,12177,17241558,24.96%
