date,close,volume,bm_close,bm_name
2024-05-17,28700.0,35970376,855.06,KOSDAQ
2024-05-20,22800.0,6198960,847.08,KOSDAQ
2024-05-21,21350.0,3360072,846.51,KOSDAQ
2024-05-22,21200.0,2181511,845.72,KOSDAQ
2024-05-23,20950.0,4266229,846.58,KOSDAQ
2024-05-24,20350.0,4908739,839.41,KOSDAQ
2024-05-27,18710.0,1573436,847.99,KOSDAQ
2024-05-28,18160.0,1216385,851.01,KOSDAQ
2024-05-29,16810.0,1065774,838.45,KOSDAQ
2024-05-30,16200.0,1198908,831.99,KOSDAQ
2024-05-31,15810.0,884481,839.98,KOSDAQ
2024-06-03,15170.0,800423,844.72,KOSDAQ
2024-06-04,14750.0,548072,845.84,KOSDAQ
2024-06-05,14680.0,346653,850.75,KOSDAQ
2024-06-07,14500.0,308492,866.18,KOSDAQ
2024-06-10,14890.0,1518842,864.71,KOSDAQ
2024-06-11,14290.0,463624,868.36,KOSDAQ
2024-06-12,13280.0,486020,870.67,KOSDAQ
2024-06-13,13030.0,340931,871.33,KOSDAQ
2024-06-14,12180.0,529055,862.19,KOSDAQ
2024-06-17,11620.0,3144682,858.96,KOSDAQ
2024-06-18,11770.0,943673,858.95,KOSDAQ
2024-06-19,11210.0,680462,861.17,KOSDAQ
2024-06-20,11420.0,993365,857.51,KOSDAQ
2024-06-21,11430.0,522509,852.67,KOSDAQ
2024-06-24,10720.0,456260,841.52,KOSDAQ
2024-06-25,10190.0,413494,841.99,KOSDAQ
2024-06-26,10120.0,317256,842.12,KOSDAQ
2024-06-27,9720.0,401862,838.65,KOSDAQ
2024-06-28,9430.0,321582,840.44,KOSDAQ
2024-07-01,9680.0,450474,847.15,KOSDAQ
2024-07-02,9180.0,267528,829.91,KOSDAQ
2024-07-03,9120.0,256806,836.1,KOSDAQ
2024-07-04,9100.0,2463119,840.81,KOSDAQ
2024-07-05,9030.0,215977,847.49,KOSDAQ
2024-07-08,9240.0,278453,859.27,KOSDAQ
2024-07-09,9430.0,281143,860.42,KOSDAQ
2024-07-10,9130.0,173807,858.55,KOSDAQ
2024-07-11,9120.0,215145,852.42,KOSDAQ
2024-07-12,8650.0,241535,850.37,KOSDAQ
2024-07-15,8580.0,168067,852.88,KOSDAQ
2024-07-16,8280.0,136078,839.61,KOSDAQ
2024-07-17,8380.0,256738,829.41,KOSDAQ
2024-07-18,8470.0,204100,822.48,KOSDAQ
2024-07-19,8280.0,95265,828.72,KOSDAQ
2024-07-22,8240.0,293197,809.96,KOSDAQ
2024-07-23,8200.0,129407,812.12,KOSDAQ
2024-07-24,8210.0,117522,814.25,KOSDAQ
2024-07-25,7950.0,128481,797.29,KOSDAQ
2024-07-26,8030.0,97214,797.56,KOSDAQ
2024-07-29,8180.0,184667,807.99,KOSDAQ
2024-07-30,8020.0,105735,803.78,KOSDAQ
2024-07-31,7980.0,102402,803.15,KOSDAQ
