date,close,volume,bm_close,bm_name
2023-11-17,57200.0,40145574,2469.85,KOSPI
2023-11-20,74300.0,9254377,2491.2,KOSPI
2023-11-21,96500.0,16373917,2510.42,KOSPI
2023-11-22,91200.0,14743137,2511.7,KOSPI
2023-11-23,99100.0,7749291,2514.96,KOSPI
2023-11-24,99100.0,4624663,2496.63,KOSPI
2023-11-27,124600.0,12950817,2495.66,KOSPI
2023-11-28,133000.0,8556058,2521.76,KOSPI
2023-11-29,136500.0,9396619,2519.81,KOSPI
2023-11-30,137000.0,2990214,2535.29,KOSPI
2023-12-01,136400.0,2075076,2505.01,KOSPI
2023-12-04,137500.0,2831258,2514.95,KOSPI
2023-12-05,131800.0,1776760,2494.28,KOSPI
2023-12-06,121700.0,2385104,2495.38,KOSPI
2023-12-07,127000.0,3509075,2492.07,KOSPI
2023-12-08,134400.0,3798928,2517.85,KOSPI
2023-12-11,140200.0,2978251,2525.36,KOSPI
2023-12-12,140400.0,1665699,2535.27,KOSPI
2023-12-13,140500.0,1273230,2510.66,KOSPI
2023-12-14,140500.0,1979256,2544.18,KOSPI
2023-12-15,169000.0,10527968,2563.56,KOSPI
2023-12-18,213000.0,9396125,2566.86,KOSPI
2023-12-19,205500.0,4131277,2568.55,KOSPI
2023-12-20,205000.0,2029032,2614.3,KOSPI
2023-12-21,198900.0,1172815,2600.02,KOSPI
2023-12-22,188500.0,1806021,2599.51,KOSPI
2023-12-26,175800.0,1346763,2602.59,KOSPI
2023-12-27,171600.0,2251525,2613.5,KOSPI
2023-12-28,188500.0,3733300,2655.28,KOSPI
2024-01-02,199900.0,1456489,2669.81,KOSPI
2024-01-03,206000.0,1415030,2607.31,KOSPI
2024-01-04,213000.0,1266301,2587.02,KOSPI
2024-01-05,201000.0,4721579,2578.08,KOSPI
2024-01-08,216000.0,2475378,2567.82,KOSPI
2024-01-09,220500.0,2185045,2561.24,KOSPI
2024-01-10,240000.0,3096010,2541.98,KOSPI
2024-01-11,231000.0,2594482,2540.27,KOSPI
2024-01-12,230500.0,1053992,2525.05,KOSPI
2024-01-15,216500.0,1247839,2525.99,KOSPI
2024-01-16,223500.0,1292167,2497.59,KOSPI
2024-01-17,226500.0,961362,2435.9,KOSPI
2024-01-18,215500.0,807242,2440.04,KOSPI
2024-01-19,216500.0,1565348,2472.74,KOSPI
2024-01-22,192000.0,1360571,2464.35,KOSPI
2024-01-23,170000.0,2370339,2478.61,KOSPI
2024-01-24,173000.0,1795752,2469.69,KOSPI
2024-01-25,157100.0,2072291,2470.34,KOSPI
2024-01-26,159700.0,2352915,2478.56,KOSPI
2024-01-29,144300.0,1633449,2500.65,KOSPI
2024-01-30,145100.0,2192952,2498.81,KOSPI
2024-01-31,149400.0,1014112,2497.09,KOSPI
2024-02-01,173600.0,2487279,2542.46,KOSPI
2024-02-02,176000.0,1597108,2615.31,KOSPI
2024-02-05,165200.0,1013801,2591.31,KOSPI
2024-02-06,159200.0,1410165,2576.2,KOSPI
2024-02-07,165500.0,1791531,2609.58,KOSPI
2024-02-08,171900.0,1336069,2620.32,KOSPI
2024-02-13,209500.0,3457333,2649.64,KOSPI
2024-02-14,200000.0,1945642,2620.42,KOSPI
2024-02-15,200500.0,1180513,2613.8,KOSPI
2024-02-16,198600.0,705346,2648.76,KOSPI
2024-02-19,187600.0,869252,2680.26,KOSPI
2024-02-20,190400.0,1293694,2657.79,KOSPI
2024-02-21,188100.0,798663,2653.31,KOSPI
2024-02-22,194900.0,1316223,2664.27,KOSPI
2024-02-23,202000.0,922796,2667.7,KOSPI
2024-02-26,190600.0,1004062,2647.08,KOSPI
2024-02-27,191000.0,1232077,2625.05,KOSPI
2024-02-28,189400.0,784473,2652.29,KOSPI
2024-02-29,193100.0,2205534,2642.36,KOSPI
2024-03-04,180700.0,1143650,2674.27,KOSPI
2024-03-05,167500.0,1035716,2649.4,KOSPI
2024-03-06,162300.0,748725,2641.49,KOSPI
2024-03-07,163000.0,555060,2647.62,KOSPI
2024-03-08,156300.0,709226,2680.35,KOSPI
2024-03-11,156800.0,449997,2659.84,KOSPI
2024-03-12,160700.0,562691,2681.81,KOSPI
2024-03-13,157700.0,299147,2693.57,KOSPI
2024-03-14,154200.0,367849,2718.76,KOSPI
2024-03-15,150200.0,262451,2666.84,KOSPI
2024-03-18,151800.0,276483,2685.84,KOSPI
2024-03-19,152100.0,392466,2656.17,KOSPI
2024-03-20,149700.0,190752,2690.14,KOSPI
2024-03-21,150700.0,264808,2754.86,KOSPI
2024-03-22,149800.0,214191,2748.56,KOSPI
2024-03-25,145300.0,379380,2737.57,KOSPI
2024-03-26,141200.0,402771,2757.09,KOSPI
2024-03-27,139200.0,579700,2755.11,KOSPI
2024-03-28,133600.0,401306,2745.82,KOSPI
2024-03-29,130800.0,321832,2746.63,KOSPI
2024-04-01,131500.0,368245,2747.86,KOSPI
2024-04-02,123500.0,475875,2753.16,KOSPI
2024-04-03,118700.0,421835,2706.97,KOSPI
2024-04-04,119100.0,605433,2742.0,KOSPI
2024-04-05,117500.0,497509,2714.21,KOSPI
2024-04-08,117600.0,332626,2717.65,KOSPI
2024-04-09,122800.0,1225384,2705.16,KOSPI
2024-04-11,119500.0,295540,2706.96,KOSPI
2024-04-12,114700.0,295598,2681.82,KOSPI
2024-04-15,113400.0,224633,2670.43,KOSPI
2024-04-16,108200.0,244155,2609.63,KOSPI
2024-04-17,104200.0,244939,2584.18,KOSPI
2024-04-18,111000.0,310610,2634.7,KOSPI
2024-04-19,108300.0,204262,2591.86,KOSPI
2024-04-22,118200.0,410323,2629.44,KOSPI
2024-04-23,112600.0,281157,2623.02,KOSPI
2024-04-24,122200.0,633099,2675.75,KOSPI
2024-04-25,114600.0,541278,2628.62,KOSPI
2024-04-26,117700.0,270218,2656.33,KOSPI
2024-04-29,121800.0,304869,2687.44,KOSPI
2024-04-30,117400.0,357081,2692.06,KOSPI
2024-05-02,114800.0,187156,2683.65,KOSPI
2024-05-03,109800.0,269646,2676.63,KOSPI
2024-05-07,108300.0,218627,2734.36,KOSPI
2024-05-08,106700.0,252283,2745.05,KOSPI
2024-05-09,103200.0,161331,2712.14,KOSPI
2024-05-10,101000.0,183896,2727.63,KOSPI
2024-05-13,97100.0,280264,2727.21,KOSPI
2024-05-14,97200.0,262673,2730.34,KOSPI
2024-05-16,96900.0,333233,2753.0,KOSPI
2024-05-17,98300.0,773134,2724.62,KOSPI
2024-05-20,103000.0,479934,2742.14,KOSPI
2024-05-21,90100.0,3377399,2724.18,KOSPI
2024-05-22,85500.0,983260,2723.46,KOSPI
2024-05-23,84900.0,478320,2721.81,KOSPI
2024-05-24,83300.0,423334,2687.6,KOSPI
2024-05-27,84800.0,617311,2722.99,KOSPI
2024-05-28,82700.0,275367,2722.85,KOSPI
2024-05-29,79500.0,341990,2677.3,KOSPI
2024-05-30,78000.0,384028,2635.44,KOSPI
2024-05-31,79400.0,619694,2636.52,KOSPI
2024-06-03,79200.0,354069,2682.52,KOSPI
2024-06-04,83800.0,795912,2662.1,KOSPI
2024-06-05,95500.0,3902376,2689.5,KOSPI
2024-06-07,124100.0,6118881,2722.67,KOSPI
2024-06-10,127000.0,8372496,2701.17,KOSPI
2024-06-11,131800.0,3247873,2705.32,KOSPI
